885.97	1096610
722.55	999120
1004.19	1073829
233.33	1343185
847.07	1101756
1125.89	1067891
2000.77	1096048
607.42	1701612
494.13	1125150
434.66	1192031
62.33	2404644
3728.4	1551552
731.85	1035553
111.56	1349034
559.32	2133882
566.95	1128614
218.11	1257525
988.96	1083090
2452.98	988519
266.51	1209782
805.98	1320516
282.85	1149828
215.15	1427571
538.26	5125190
1211.46	1127692
371.31	1130208
420.32	1209701
1678.64	1114588
419.08	1122566
317.33	1222222
258.15	1200342
1071.19	1345223
837.64	1007744
438.57	1157089
1475.95	1110094
212.09	1170297
890.19	1119308
204.7	1414982
116.58	2163484
889.83	1105467
1631.41	1323815
746.3	1066317
184.13	1146704
667.4	1244719
569.35	1295694
565.85	1222291
2144.33	1054922
565.56	1269423
255.21	1259722
164.05	1222390
300.14	1299762
1430.2	1531804
489.52	1100981
1892.52	1430680
1169.9	1087852
512.16	1279210
164.98	1333248
1288.34	1067891
451.51	1162917
402.09	1220445
2362.28	1015449
833.86	1244719
2284.28	1279210
638.09	1222291
8480.73	1102010
380.59	1427571
527.77	1021429
660.84	1209701
1269.2	982783
1158.57	1222222
293.11	1198802
632.66	1015449
1124.11	1087852
410.39	1198802
864.86	1066317
316.89	1434231
592.51	2109886
870.41	1157057
1155.34	996571
235.33	1075478
944.34	1059412
225.29	1299762
405.86	1170297
485.24	1198802
589.03	1093243
589.03	1093243
1573.04	1220445
773.03	1083090
170.87	1215860
2409.54	1066317
297.14	1189583
160.95	1342537
313.43	1222222
1135.4	1087852
1078.92	1373938
306.86	1538359
508.14	1280331
1342.87	1132167
3566.79	1434231
990.42	1068638
670.46	1014676
630.59	1021429
1132.04	1004206
1505.5	984170
1333.1	1037467
858.43	1128614
358.15	1428167
264.52	1127633
172.39	1267495
1232.69	1068638
1535.98	1059513
2276.11	992559
2016.32	1044332
1044.93	1122598
1019.05	1429585
1078.28	1066317
1353.66	1069658
827.92	5079189
926.45	1021429
1106.4	1045990
472.99	1203136
1582.5	1042128
1360	1064977
1192.21	1107666
1429.89	1035553
2327.72	1130208
1100.25	1101070
223	2163484
489.26	1109698
1882.6	1257525
173.7	1137563
1127.21	982783
3656.81	1222390
175.41	1342537
558.18	1055799
751.05	1077082
187.31	1206643
466.47	1087482
206.91	1170297
594.63	1135333
456.6	1110673
650.66	1061182
568.11	1101756
335.74	1289806
415.58	1189679
504.61	1047069
1302.09	1133554
786.64	1015449
283.54	1333248
2061.48	1005325
208.55	1222390
237.54	1351369
302.67	1342537
767.29	1110358
115.29	1257525
441.96	1734290
169.8	1146704
593.72	1037984
869.28	1021359
205.97	1423493
212.72	1429585
1072.49	1035553
630.41	1014676
53.98	2168405
1821.46	985104
1405.81	982783
501.09	1122525
674.71	1127933
212.51	1083882
1487.21	997072
123.18	1340955
2140.96	1093243
148.35	4139221
4882.39	984170
1877.96	996660
91.5	1364047
1122.3	1004206
2004.2	982872
783.28	1124201
119.89	2215458
7832.33	1127933
701.22	1035553
379.6	1332031
187.75	1222390
478.57	1087482
181.67	1342537
296.05	1055906
1658.32	980553
1328.26	1007744
1031.45	1014676
804.5	1094180
91.54	1321934
228.8	1750807
862.01	993996
1306.76	1126161
1491.96	994308
614.22	1731727
55.42	2051892
1814.02	1004206
1335	1222390
304.6	1280331
60.89	2528752
331.73	1202250
555.69	1122566
449	1110697
627.4	1008329
221.82	1146704
611.19	1083882
456.62	1208238
1837.84	996660
835.21	1010293
2400.08	1014676
8952.55	980553
98.62	1681814
340.55	1055906
69.9	1552355
890.73	1036807
255.51	2116808
822.79	1007744
357.72	1342047
166.1	1137587
177.72	1222390
573.68	1003053
211.58	1126527
81.38	1715498
396.63	1228117
241.36	1125873
341.74	1215353
554.63	1215860
206.07	1132914
1105.27	996571
668.88	1128424
2145.56	996571
79.41	1443528
564.53	1012148
225.61	1208918
134.11	1225065
798.09	1057707
286.95	1146704
1862.21	982872
840.07	1007744
814.06	1364047
1516.33	980553
3619.13	1215860
189.69	1097696
412.34	1126413
1840.27	996660
902.81	991154
125.71	1241899
7670.67	1073452
1943.09	996660
2516.11	994328
584.2	1126161
100.96	1257525
805.83	1066818
210.06	1364047
1004	993996
338.15	1075478
468.52	1659981
183.15	1561617
1407.93	1045433
691.61	1021359
517.34	1012148
386.69	1121474
306.96	1257525
1979.82	1083882
1243.54	1552355
145.44	1846883
2082.56	1200243
896.26	1137563
728.37	1012211
133.26	1152002
632.56	1003053
112.38	1301455
77.97	1561617
114.54	1283032
315.25	1200243
501.42	1395485
2238.95	996660
184.59	1443528
217.3	1066410
1179.71	982783
1097.53	987406
932.49	986654
899.63	1003053
140.86	1151978
372.88	1297141
315.33	1083882
484.44	1271116
292.26	1137563
837.1	1283032
165.94	1147088
3990.2	982783
312.89	1200243
521.9	1162509
509.74	1012172
104.86	1248239
1168.77	982783
188.46	1552355
281.22	1811645
122.61	1292178
1849.08	1443528
2073.76	991154
171.66	1088614
1102.91	996571
1326.79	982783
107.11	1241899
224.9	1066386
86.59	1557054
863.42	1151978
1239.9	1012148
499.45	1228117
1156.41	990453
944.33	1086722
404.74	1126437
2986.86	1359470
238.92	1543044
561.19	1003053
1581.76	986654
220.89	1137563
827.77	1053421
726.14	1107565
1464.51	1004554
254.91	1437538
124.97	1292178
123.35	1241899
635.9	1012148
187.33	1097696
1166.85	982943
176.39	1137563
291.5	1266146
631.39	1126161
115.33	1258834
1829.84	987495
1822.24	987519
787.8	1057731
322.27	1144288
1143.55	990516
226.45	1088590
171.09	1097696
264.58	1138654
1495.52	1022048
403.11	1121474
2508.37	985104
301.28	1199154
293.24	1198802
884.2	1181975
102.27	1547698
506.4	1003077
272.09	1066386
2538.05	980573
673.58	1012235
179.26	1088590
343.46	1066386
227.38	1097696
292.51	1097696
1074.48	986654
389.6	1080358
681.18	1012211
215.51	1118631
519.3	1530156
91.86	1257549
792.46	1552355
4009.45	1003053
160.7	1146728
947.31	991154
527.05	1086722
283.82	1264705
97.26	1248263
514	1003053
188.05	1151978
67.44	1443528
403.9	1337441
232.07	1203673
707.09	1097696
1352.63	993996
1517.96	1057707
386.2	1218829
3795.48	986654
134.34	1272521
297.82	1088590
288.9	1813057
378.03	1228117
223.42	1248239
527.62	1077703
186.16	1433253
80.33	1561617
643.11	1241899
896.22	1000691
279.21	1423493
313.76	1055906
96.69	1257525
162.47	1232620
2496.29	1026922
63.17	1443528
576.6	1126185
285.76	1055930
143.55	1151978
60.33	1561617
887.21	1103308
795.4	1057707
571.2	1135357
901.82	1088590
211.9	1075502
1849.35	983032
4379.32	980553
95.47	1312776
360.58	1561617
104.97	1292178
1087.24	987430
599.17	1443528
373.2	1228141
181.77	1146704
891.95	1000691
373.29	1639258
152.05	1248239
103.71	1429585
56.9	1561641
152.98	1257525
1015.92	1055906
211.63	1085444
123.87	1359470
556.12	1718618
284.14	1198826
132.69	1161107
56.58	1628380
71.34	1434231
808.02	1021429
94.19	1364047
119.46	1443528
293.36	1055906
516.69	1003053
112.93	1257525
947.46	1066386
1236.56	1003053
166.26	1097720
61.73	1561617
99.36	1856574
83.9	1364071
296.65	1200243
101.54	1292202
974.05	986654
546.37	998496
829.64	998665
535.22	1077679
1476.36	985108
173.23	1147424
378.6	1218853
257.27	1062136
1483.96	985084
378.6	1218853
204.77	1074819
991.47	1121821
225.6	1622174
1417.32	1004554
1114.65	1041284
688.36	998496
169.69	1097696
890.55	1000691
1207	1271116
289.54	1189607
170.93	1207700
3409.36	998496
832.33	998665
238.67	1437538
58.02	1516479
325.01	1266501
233.1	1283032
508.29	1053421
1018.68	991154
255.16	1206657
298.83	1062136
233.52	1510451
433.39	1218829
193.91	1083882
1449.69	999959
138.69	1364047
3600.31	1248239
610.89	1025769
1134.9	1126413
892.52	991178
244.26	1547698
305.21	1198802
157.28	1140650
106.37	1292178
101.22	1353409
275.84	1140650
1957	1097696
325.73	1051644
188.76	1140166
107.26	1249548
404.17	1135582
1375.72	1074819
181.95	1088590
1533.24	980553
1503.47	980713
713.55	1007683
900.12	991154
665.26	1234635
63.74	1434255
189.9	1434231
101.96	1309679
399.26	1062136
183.04	1270713
225.92	1552404
283.97	1113722
1557.89	980553
405.22	1292178
379.11	1017928
469.94	1097696
146.91	1278447
202.08	1074819
106.94	1283056
525.84	1102519
230.92	2049989
558.72	1162029
3120.26	1062136
127.54	1221598
1116.44	995045
255.33	1122072
525.65	1086722
666.67	1004684
308.7	1085194
3016.22	1088300
221.59	1073504
782.4	1066842
2498.08	985128
112.79	1292178
254.11	1161107
533.51	998560
88.94	1867991
1304.34	1373634
239.24	1428191
793.9	1434231
903.57	993996
371.36	1389512
576.03	1135333
1028.99	1020771
194.48	1074843
587.93	998496
1228.61	1093751
227.79	1292178
91.34	1869286
78.18	1445006
107.55	1248239
91.34	1869286
1330.76	1025769
782.08	1121648
244.41	1062174
467.72	1051644
360.09	1437538
1352.9	1088590
915.11	1017928
3725	993996
118.02	1561617
2452.58	1004684
464.84	1022058
198.77	1085481
144.28	1149839
259.42	1151978
189.65	1136063
729.91	1083882
949.4	986654
2117.2	1278447
189.08	1083906
5401.04	980573
1409.15	1013753
717.04	1107589
411.92	1055906
700.69	1007747
498.08	1201432
525.56	1040827
505.83	1012211
162.66	1292178
3419.98	999959
234.45	1073452
1086.67	996571
379.68	1008684
500.68	1055022
816.64	1007768
144.37	1563622
141.94	1272497
154.45	1249548
312.15	1266539
165.35	1149815
124.94	1770059
4215.62	993996
58.34	1443552
501	1012235
434.47	1008660
128.24	1276036
3486.62	980553
127.86	1161131
341.59	1039971
684.27	995759
1045.23	1020771
377.89	1075257
1092.63	1160814
420.41	1135582
600.6	1025793
2516.66	998496
2525.19	980733
1084.35	1011510
373.96	1082906
161.45	1267942
4042.7	982783
265.86	1359470
312.87	1051682
288.97	1198802
3882.73	1008660
600.03	1034874
814.91	1053459
919.63	986718
726.76	1025769
399.34	1135606
260.48	1741940
644.3	1000305
570.88	1202696
188.98	1161107
877.59	1039971
149.68	1140674
382.18	1373293
1081.84	996595
522.22	1086746
879.84	1140650
332.38	1722815
1838.39	990453
2227.56	1062136
661.52	1073151
1109.84	1008660
149.11	1149815
2478.58	1053421
608.2	1025769
148.93	1161107
1436.83	1000023
399.02	1270456
134.79	1228055
62.3	1552403
252.56	1756987
94.26	1258858
61.77	1443528
233.93	1841639
671.41	995822
131.29	1161107
1200.28	1093243
2296.02	1051644
110.48	1233856
543.29	1086722
