635.74	562001
256.39	620922
1109.54	499173
1366.19	1131839
157	1075217
830.71	1248467
914.91	1537908
231.45	1686432
470.17	561139
383.17	1060130
372.28	554191
280.76	1622783
164.62	1416896
185.67	1080276
1871.86	1416892
750.62	1574101
2646.54	554094
362.72	556845
2057.04	665308
241.82	1709830
444.58	1270847
475.65	1577793
1357.75	699093
692.35	504034
878.11	1537908
3389.36	553494
137.67	1483665
279.6	625238
1927.88	555344
576.17	561225
185.07	1641774
346.62	1715602
702.28	506950
3081.64	990683
914.39	496660
384.1	554512
233.39	629794
161.48	548559
340.99	1481327
5084.46	1537902
714.82	1256166
106.97	1085416
602.34	561787
571.31	1303144
199.75	1577910
187.99	998155
314.53	1581647
689.25	1571142
917.31	1251007
252.97	639035
439.58	1284776
325.3	1712321
54.92	1703829
2325.66	554191
509.54	554222
1167.01	561959
195.78	641529
238.6	1332019
214.19	1072752
945.73	1570708
2364.67	555961
502.29	1270847
398.84	998155
261.54	562600
267.57	646926
1105.84	562001
3889.25	665308
509.8	553562
685.03	553145
491.91	1577793
813.98	553407
355.76	1416889
982.76	1537908
743.59	499173
984.1	562600
1150.4	556094
2857.28	553422
1932.74	1072752
228.68	606867
3555.76	553402
2582.04	555961
1173.07	1686432
91.5	620694
460.43	1579884
460.8	1292328
259.54	1615271
245.5	1357500
1312.81	1570700
398.06	634912
195.48	1641774
468.66	506539
945.41	1537921
1309.74	562013
182.27	541104
239.07	639041
668.27	1268340
392.18	1712321
534.81	553214
193.4	1080245
340.49	1577859
373.27	553498
194.14	1686805
652.75	1480944
2455.82	496660
2455.82	496660
231.73	641529
1385.34	499183
553.98	514442
288.19	1332019
574.77	506930
670.17	555674
669.39	1540456
1672.93	496660
463.87	506950
1121.65	553147
127.18	1113836
475.98	556009
189.97	646503
1005.71	553463
380.1	562600
1321.9	1416896
368.9	555349
2004.86	554556
671.18	504542
999.58	506950
1745.24	553455
384.12	620852
81.77	1678589
516.88	1284799
535.87	620852
2254.64	1641774
261.75	1080245
993.14	553420
112.89	552896
1003.4	555977
1969.02	555952
168.71	1076061
385.84	1076061
155.56	1081058
230.42	1703835
2700	499173
3101.28	555958
1546.75	496637
76.96	1678589
249.47	599371
452.03	785651
1900.82	541104
288.4	1623981
784.83	504171
814.06	620694
1178.87	553394
71.86	1249468
135.74	1623982
985.04	553147
627.34	690060
596.22	606867
487.62	506539
428.99	506950
532.96	506930
1044.93	504143
1516.38	499173
1019.39	499183
1510.05	553145
548.42	553145
1150.43	499173
528.46	504034
1477.37	505514
180.09	604659
171.66	620694
200.57	998155
98.12	630486
1723.87	496637
192.95	1075217
114.54	620711
145.78	573971
1849.08	1678589
1144.87	555958
180.32	1024676
678.46	506550
1257.32	1156208
62.59	1678611
395.25	541051
963.01	548559
801.55	499187
856.43	496670
374.46	548506
2067.87	496660
374.46	548506
174.63	543585
311.93	568334
468.02	630420
1355.99	553394
555.62	1283654
412.34	606272
764.34	555975
1020.8	499173
947.31	573971
3265.3	496637
422.72	541104
731.31	496660
145.95	1678589
115.91	548583
1525.96	504143
2005.6	496637
824.14	553380
2560.51	553423
512.77	506539
107.81	1249468
570.37	504034
354.91	541051
2560.51	553423
505.39	518783
58.1	1678589
229.83	548559
321.45	1678486
1247.86	1249468
1015.88	506539
1126.25	496660
479.18	506539
2087.55	496637
576.67	599371
2481.84	504034
401.82	606272
1080.6	496670
875.41	504143
325.87	552937
132.98	569056
297.03	606867
63.9	1651064
233.6	1678486
220.64	1598739
340.42	543531
790.15	504034
651.39	541051
117.87	548559
514.49	504242
103.84	606430
426.83	603824
613.7	506950
97.19	578385
1078.51	499173
907.46	504034
128.85	568334
259.44	1678589
268.56	1648123
102.17	573971
349.19	566544
2627.91	496637
241.83	601901
357.72	620852
81.32	1156208
1320.6	556979
526.37	506539
210.06	620694
534.01	504034
1278.07	496660
79.41	1678589
723.07	541104
308.85	566544
308.85	566544
476.82	506539
738.26	503969
1085.83	553380
166.57	566533
176.72	541104
674.43	513811
395.07	517947
109.53	1247162
207.6	543585
499.22	504034
418.12	548559
2520.17	553430
67.08	1625817
511.48	512872
279.81	578387
291.58	1598736
71.49	1249581
1172.91	553394
94.22	1648128
238.49	515384
65.43	580180
192.65	573981
3664.79	620655
991.41	496637
2130.1	541104
113.88	1134392
1222.06	1284786
1491.13	497086
317.82	1075208
789.33	555958
260.32	1249295
231.47	548559
259.95	1249389
175.56	548559
1509.31	504143
725.63	553118
788.95	496660
411.63	506950
402.42	573971
125.08	543585
793.9	1673618
469.61	511541
121.41	1249468
147.48	541104
528.05	504034
466.43	499434
702.48	496660
96.05	584137
1491.95	504143
680.08	499187
548.81	504034
558.68	569056
192.28	601901
300.23	506112
726.29	506950
132.55	1153709
264.27	599371
510.37	514442
183.11	606891
667.89	505764
350.97	1249468
694.35	510261
3494.58	496637
159.86	573971
127.44	543585
568.06	514442
545.65	611181
3837.9	496637
763.73	499434
